   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
   1.0240000e+03   1.2800000e+03
